Frame, # Keypoints, # Matches, TTC-camera, TTC-lidar
1,5291,4726,
2,5202,4726,
3,5090,4679,
4,5118,4618,
5,5180,4597,
6,5192,4619,
7,5177,4603,
8,5176,4587,
9,5225,4613,
10,5331,4645,
11,5351,4742,
12,5244,4759,
13,5231,4689,
14,5286,4635,
15,5464,4672,
16,5464,4846,
17,5563,4837,
18,5497,4908,
